Age,Annual_Income,Family_Size,Product_Price,Availability,Discount_Percentage,Previous_Purchases,Website_Visits,Time_Spent_Minutes,Cart_Additions,Need_Score,Purchased
56,36772,3,1630,1,41,21,11,44,17,2,1
43,199658,7,45685,0,43,10,3,46,12,4,0
30,71943,7,42447,0,21,22,27,45,19,6,1
25,88868,1,35665,0,15,0,7,32,15,7,0
45,69855,6,1463,1,33,9,2,5,13,6,0
47,173290,4,37370,0,2,17,10,76,11,7,0
26,121124,3,16936,1,7,14,3,104,12,2,0
56,77205,3,20388,1,19,18,17,6,12,1,0
48,156031,4,22480,0,46,24,43,82,15,9,1
38,196206,7,45969,0,23,3,1,7,0,7,0
64,45874,1,49829,0,17,5,34,83,11,2,0
51,151007,2,20403,1,22,1,13,15,8,7,0
48,21301,2,44072,0,0,12,14,106,12,4,0
42,78017,7,7417,1,1,26,17,73,12,3,0
29,63319,7,3364,1,4,1,34,20,7,4,0
18,42455,6,18415,1,17,12,17,112,17,5,0
39,155184,3,37110,1,15,14,41,59,17,9,1
57,77033,4,12793,1,9,28,25,84,8,4,0
54,183217,7,16666,1,28,17,44,4,0,9,1
64,126924,7,24911,0,34,10,30,74,6,4,1
18,52735,5,33505,0,24,4,48,106,12,1,1
18,92781,1,19956,1,41,28,36,40,14,1,1
59,146031,2,49776,1,23,24,11,65,1,4,0
59,148305,1,27466,0,12,13,21,35,7,4,0
38,128049,1,47070,0,20,21,20,88,19,7,1
32,172783,6,35238,0,41,15,29,44,4,1,1
34,25630,1,42344,0,42,13,4,7,8,5,0
39,85488,4,42783,1,38,8,34,22,16,8,1
55,154278,6,10738,0,33,5,42,23,13,8,1
52,76289,7,20916,1,18,8,41,65,8,7,1
62,38953,4,20698,1,27,28,17,88,14,4,1
33,120932,6,42641,0,26,4,12,20,19,7,0
25,161140,4,10752,0,49,10,4,32,0,1,0
64,98930,6,17063,1,25,11,41,95,12,6,1
34,21067,6,48611,1,10,16,14,97,9,7,0
34,70658,3,32323,1,48,5,4,36,11,3,1
43,72165,4,31124,1,34,19,34,18,13,8,1
30,100781,3,4041,0,19,24,18,101,5,8,0
34,160931,7,8487,0,11,5,13,97,10,8,0
55,49164,6,8624,0,27,14,10,33,6,5,0
34,124946,2,35959,0,1,16,14,69,19,7,0
31,147580,6,37586,0,0,21,9,82,3,5,0
62,119251,2,41717,1,8,2,43,9,11,8,0
23,40773,2,25379,1,21,18,20,42,1,9,0
52,53939,2,26125,0,39,22,1,95,19,4,1
63,199671,2,17736,0,26,1,44,71,13,4,1
31,157186,4,41583,1,8,8,29,79,8,7,0
64,118475,5,43324,1,6,8,17,110,13,7,0
25,32818,4,13377,0,35,6,49,4,5,8,1
32,29335,7,48818,0,47,24,8,46,4,7,1
44,75008,5,35290,1,37,15,17,103,19,7,1
30,91745,4,41095,0,49,26,21,72,18,6,1
48,194220,7,41835,0,1,5,25,24,17,6,0
52,23577,2,49279,1,42,8,20,72,6,3,1
23,93916,1,7639,1,4,25,25,69,0,4,0
22,155148,6,32953,1,16,12,21,23,19,4,0
39,183997,5,26911,0,36,1,13,107,8,9,1
40,79314,1,27028,1,34,13,13,55,7,6,1
42,61205,2,7009,0,7,4,47,98,10,3,0
51,162167,5,28169,1,42,10,30,15,6,4,1
43,133583,1,46184,0,2,14,13,51,16,6,0
64,104715,4,37521,0,2,5,40,50,14,6,0
22,76680,7,8133,1,0,27,7,47,7,5,0
43,48400,2,10848,0,23,5,42,83,19,1,1
37,127345,4,46793,0,44,15,12,25,11,6,1
23,107110,4,5166,1,29,26,2,39,4,4,0
23,140120,2,45372,0,41,19,14,68,7,8,1
35,48562,5,48764,1,25,28,42,46,4,1,1
21,191735,6,49508,0,37,3,17,72,13,5,1
34,38510,3,12098,1,42,4,13,93,3,4,0
31,81608,3,13864,1,39,5,1,119,14,5,0
31,72182,6,34315,0,42,27,47,106,19,9,1
30,46883,2,45479,1,37,12,1,13,9,7,0
24,186916,3,15958,1,43,13,47,38,16,3,1
61,169800,6,38568,0,49,23,26,36,3,3,1
32,31094,1,36211,1,2,27,47,37,0,7,0
36,153479,6,17177,1,12,12,46,42,5,1,0
60,32644,5,10357,1,35,9,13,109,7,8,1
64,105834,7,47310,1,40,16,34,115,3,3,1
61,128982,6,44660,0,47,23,40,107,13,8,1
52,72748,4,45280,1,11,17,9,95,1,8,0
34,79021,4,3765,1,19,26,19,19,4,2,0
52,82651,7,35542,1,38,6,23,37,14,3,1
36,56807,2,43458,0,43,3,41,89,18,1,1
37,185144,4,16834,0,7,23,28,101,13,6,0
53,189470,1,8940,1,46,21,30,65,6,3,1
52,48669,6,12162,1,1,20,7,85,8,9,0
49,181233,7,7144,0,10,15,14,105,0,1,0
61,158354,1,2163,1,20,9,2,39,19,8,0
57,46539,2,22413,1,36,25,12,105,9,7,1
41,154379,4,27187,1,5,29,43,26,10,7,1
34,37745,7,45879,1,18,20,49,42,11,8,1
24,190505,3,40281,0,29,19,2,62,0,9,0
60,54555,6,18305,0,45,29,28,53,7,8,1
18,152145,3,12564,0,38,18,28,67,5,6,1
52,52683,5,43650,0,43,2,12,50,11,1,0
49,45741,2,27232,0,48,29,30,105,8,1,1
53,173358,5,42738,1,35,18,47,69,3,7,1
30,23599,3,37527,0,19,22,40,107,5,3,1
23,148513,3,35148,1,9,23,40,29,2,3,0
31,47293,3,3849,0,23,12,22,97,1,9,0
54,35389,5,35406,1,32,7,18,2,17,4,1
32,32318,7,25692,0,28,17,14,18,4,3,0
64,199947,2,49695,0,29,29,25,60,11,2,1
21,23055,6,18551,1,35,18,10,116,1,5,0
57,141164,7,28358,1,44,17,36,14,4,9,1
33,102579,6,44858,1,5,21,48,118,17,8,1
45,157392,1,35402,0,46,26,48,40,5,8,1
33,124817,1,32956,0,13,18,49,64,10,1,1
21,24642,3,21721,1,2,21,9,30,6,9,0
62,29321,2,6677,0,23,3,11,29,15,8,0
43,99968,2,19794,1,18,12,27,29,7,3,0
45,122770,4,8363,0,37,11,13,19,2,8,1
49,177116,4,17305,1,33,14,1,110,10,9,0
62,173043,7,8172,1,8,25,39,90,19,2,0
19,129762,5,45406,0,29,14,11,110,18,1,0
48,134183,4,43976,1,31,9,3,58,10,1,0
20,137159,7,40230,0,12,21,2,118,8,1,0
25,45727,6,43102,0,17,28,46,116,11,5,1
41,173631,6,5791,0,43,18,42,40,15,2,1
32,93820,7,22213,1,21,20,24,9,4,4,0
60,129062,5,2053,1,3,7,20,110,1,1,0
48,47476,1,5063,1,22,18,49,108,9,2,1
26,162063,3,38854,0,6,24,40,77,1,7,0
56,140355,2,40620,0,43,8,15,102,3,9,1
62,90047,1,27969,1,10,28,6,31,15,6,0
19,161868,7,11545,0,38,6,20,78,5,5,1
25,23881,6,37859,0,41,7,22,95,9,7,1
24,35668,1,20285,0,40,8,2,15,6,9,0
61,185384,5,8547,1,33,16,15,34,4,2,0
56,48106,3,34799,1,4,14,48,114,12,6,0
59,35729,6,33740,1,41,15,34,62,8,3,1
33,149354,5,8054,0,24,6,46,74,8,4,1
52,90320,7,18045,0,27,9,31,57,14,5,1
47,74913,1,38394,1,13,18,30,21,3,5,0
27,79402,2,13020,1,26,5,28,103,0,8,0
55,141649,4,30084,1,15,24,33,54,19,5,1
35,123930,5,5660,0,26,11,41,89,13,2,1
22,188354,6,15489,1,1,14,49,37,18,2,0
46,189290,1,24365,1,18,9,21,40,0,1,0
56,169022,4,41953,1,22,26,46,20,9,2,1
51,79739,4,7815,0,40,23,23,109,3,1,1
60,24507,1,19168,1,13,17,42,71,17,3,1
62,197375,3,9538,0,46,3,13,18,11,5,1
40,122552,1,49998,1,25,29,45,105,6,3,1
22,99059,6,5343,0,7,10,26,44,5,7,0
47,175739,7,28729,1,26,4,19,56,8,2,0
23,155064,2,39694,1,46,12,27,90,1,5,1
63,150514,6,4185,0,39,9,40,17,14,3,1
61,107680,7,38985,1,27,21,7,42,12,2,0
21,45530,4,17490,1,3,28,25,71,10,4,0
46,35305,2,24613,1,37,6,49,28,18,9,1
40,129097,5,20794,1,10,10,40,21,5,9,0
23,72044,4,41950,0,43,3,36,37,8,6,1
49,150436,3,43551,0,23,3,7,23,11,7,0
59,109363,1,14984,0,27,4,20,111,10,1,0
35,78817,5,2976,0,40,24,24,48,2,3,1
32,123038,6,26307,0,17,8,28,59,17,2,0
57,66666,2,5656,0,48,29,49,112,12,9,1
49,177245,5,20591,0,20,0,5,74,12,8,0
26,38909,3,38109,0,25,28,36,110,14,3,1
54,182079,1,48774,1,2,15,31,52,18,8,0
27,164057,5,47782,1,12,4,33,17,14,8,0
37,42525,6,32325,0,37,4,24,38,14,8,1
23,132293,2,38537,0,27,6,10,1,4,4,0
20,121046,5,5499,0,13,7,38,75,4,7,0
59,57403,1,41801,1,0,18,44,33,1,8,0
28,188265,6,13748,0,27,0,49,95,17,5,1
60,154902,5,30987,0,35,17,5,44,5,9,1
34,151605,2,43036,0,49,21,31,88,17,9,1
49,172018,1,40363,0,10,10,9,20,6,3,0
21,43504,3,48473,1,42,29,32,47,19,3,1
21,130551,3,21904,0,39,21,41,69,19,8,1
34,75715,4,31019,1,3,26,5,42,2,7,0
58,179327,5,47072,1,33,28,27,26,16,9,1
36,56855,2,28247,1,0,15,28,49,19,2,0
22,61721,5,19395,0,9,20,43,106,18,2,1
49,131597,1,6997,1,16,10,12,71,7,7,0
39,192922,4,11376,0,6,20,5,91,18,8,0
23,120659,2,38353,0,38,8,8,18,18,3,0
52,54723,5,5938,0,12,26,17,102,5,1,0
39,186811,2,17257,0,21,6,8,95,19,7,0
18,25539,1,2244,0,0,21,34,9,7,6,0
37,136360,4,14506,0,27,14,23,66,2,1,0
39,121140,2,42052,0,32,10,18,118,4,9,1
28,172383,1,26514,0,12,22,10,60,0,6,0
30,89180,3,38848,1,0,18,39,108,0,5,0
59,136985,2,47560,0,37,28,41,37,0,3,1
20,105981,4,29583,1,24,6,44,47,5,9,1
26,55934,7,47747,0,41,15,44,109,1,7,1
29,160583,6,11613,1,20,2,5,29,11,4,0
40,151255,6,44902,1,32,15,43,98,16,1,1
31,29475,2,26551,0,36,7,17,63,9,4,0
50,79577,2,41009,1,33,25,47,15,4,3,1
35,46008,1,48191,0,2,9,11,110,4,6,0
58,199013,5,41063,1,29,8,47,9,1,1,1
26,62756,6,22772,0,2,2,48,80,11,4,0
40,100730,5,41224,1,17,6,19,66,4,1,0
27,178984,6,12731,1,22,7,21,1,14,1,0
36,102702,2,34765,0,7,2,44,9,19,6,0
64,66840,4,32391,1,8,15,3,57,17,6,0
22,58623,4,21917,0,1,21,40,56,5,9,0
64,83303,7,11532,0,1,28,43,20,13,7,1
40,66062,6,19051,1,26,13,1,110,10,6,0
47,76690,6,8230,1,47,6,24,2,7,3,1
42,118980,1,44567,1,38,3,36,1,8,3,1
45,174706,2,23236,0,35,5,6,74,5,5,0
51,155162,2,2659,0,4,6,10,87,2,6,0
62,65266,7,14844,0,0,11,47,54,7,6,0
64,181080,5,31255,0,21,6,40,19,15,8,1
42,107643,1,42398,1,9,26,46,18,18,8,1
27,78704,3,21121,0,44,0,34,24,0,1,1
31,137374,4,17096,0,23,17,24,52,12,3,0
59,28382,4,13287,1,14,10,23,86,11,5,0
63,198846,2,36002,1,32,10,20,20,19,9,1
47,109609,7,18106,1,49,16,38,11,7,4,1
58,66698,1,16475,0,22,24,35,73,13,5,1
42,21110,3,30258,1,13,11,34,79,5,1,0
31,135266,4,47778,1,17,22,46,60,2,7,1
52,151458,1,3169,0,24,26,47,16,2,2,1
51,67801,3,6586,0,21,22,36,13,13,1,1
27,134012,6,17739,0,43,18,16,53,2,2,1
52,116085,2,35528,0,43,20,23,6,11,8,1
28,51566,5,28900,1,36,17,44,25,11,1,1
28,183593,4,25718,0,6,20,49,63,16,1,0
38,43798,4,37320,1,25,23,1,47,10,1,0
38,164637,3,11969,1,23,12,9,15,8,2,0
39,43027,5,4276,0,12,9,12,54,4,1,0
62,25631,6,36554,0,40,18,37,82,10,2,1
24,76878,1,26580,0,5,3,17,43,6,7,0
34,65206,2,31600,0,20,23,3,97,9,1,0
19,123473,1,5337,1,6,14,38,14,8,2,0
29,78334,3,26553,0,17,17,29,34,19,3,0
59,92323,4,890,0,14,0,31,2,14,2,0
35,73619,6,47695,1,7,18,35,20,10,3,0
28,123536,4,47054,1,15,1,38,106,2,7,0
33,177947,1,41284,1,48,9,26,16,14,2,1
35,175586,6,14854,0,2,29,13,67,16,3,0
52,173652,7,13167,1,44,17,19,110,2,6,1
43,155360,2,16709,1,8,3,32,30,19,4,0
33,26734,3,28081,1,46,28,47,87,3,1,1
23,59008,2,19663,0,25,28,27,103,10,8,1
61,69349,3,9103,1,25,21,39,51,6,7,1
60,158886,2,27168,0,29,9,13,115,19,8,1
64,194226,7,47096,1,26,25,34,87,13,9,1
64,158923,1,4323,1,15,20,19,115,3,9,0
59,144478,5,24004,1,47,3,19,3,12,3,1
29,152672,6,36934,1,3,23,3,77,0,9,0
30,76614,3,20846,1,18,26,3,51,17,6,0
21,23692,1,31504,1,33,20,26,46,12,2,1
56,146745,4,21507,0,5,17,6,40,2,1,0
19,40373,4,20793,0,44,19,13,29,7,4,1
43,132413,2,33114,0,14,22,46,23,17,9,1
44,34507,4,22221,1,9,3,38,104,1,2,0
44,82931,5,26503,0,41,14,27,17,19,1,1
32,95499,3,11737,1,35,21,41,85,5,2,1
25,134362,2,8712,0,45,17,24,93,17,7,1
24,117449,3,30510,1,39,8,10,101,17,5,1
64,116819,3,5260,0,5,19,16,69,8,5,0
63,59423,7,34239,1,43,28,23,85,14,4,1
57,123612,1,7828,1,39,16,47,66,2,1,1
29,106120,4,4338,0,5,29,12,118,8,8,0
30,137409,6,26864,1,14,2,28,23,17,1,0
60,110918,3,18564,0,28,12,13,75,19,3,0
34,86600,5,32043,0,24,29,18,79,19,2,1
34,61848,7,30938,0,18,6,2,23,6,2,0
53,26820,5,6019,0,13,13,46,7,16,9,1
38,28512,6,37192,1,2,29,17,43,2,9,0
25,187797,4,7897,0,49,25,23,62,6,5,1
22,71534,4,22567,1,41,24,23,34,12,2,1
43,145191,2,23836,1,45,5,1,102,8,7,1
33,190848,2,9121,1,13,13,43,105,8,8,1
53,80945,2,3158,0,38,13,14,113,4,9,1
45,103420,4,9141,1,38,28,12,51,3,4,1
46,198527,3,38202,1,20,13,14,44,8,1,0
64,103488,1,1253,0,10,19,49,70,5,7,1
29,29711,6,37808,1,49,17,44,80,9,7,1
54,106009,7,47475,1,9,8,38,55,17,1,0
47,29597,6,12121,1,14,11,41,66,2,4,0
40,80067,6,27358,1,29,13,44,96,19,4,1
33,68022,2,35947,1,43,23,49,58,6,1,1
31,132673,1,49654,0,16,22,16,43,11,7,0
27,169854,5,19459,0,28,15,34,111,4,3,1
24,71782,4,26278,0,16,1,18,61,16,1,0
62,130716,5,13014,0,32,15,48,38,18,7,1
54,138030,2,7636,0,37,17,10,28,3,3,0
46,92036,3,33848,1,20,23,19,57,11,3,0
20,55342,7,39548,0,46,8,30,41,14,3,1
32,105745,7,46232,1,13,24,4,73,1,4,0
53,172049,2,10586,1,9,7,7,89,14,5,0
64,77396,1,2484,0,41,0,16,50,10,1,0
63,134836,7,44412,0,22,4,37,90,0,3,0
36,126998,2,45188,1,38,6,5,109,13,1,0
30,70021,6,41858,1,38,9,39,90,3,3,1
59,150672,3,10887,0,13,21,49,61,5,3,1
38,138559,3,34234,0,46,10,33,119,7,4,1
54,86836,4,35806,1,21,11,35,69,19,1,1
44,178147,4,17746,1,40,0,48,63,1,5,1
46,181874,6,6287,0,27,25,34,81,3,4,1
37,97017,3,8595,0,46,5,33,26,16,5,1
42,122689,6,9985,0,8,3,39,119,8,6,0
23,100291,3,18800,1,22,2,10,26,18,3,0
53,110450,1,15118,1,6,3,3,117,7,3,0
19,186664,2,30528,1,23,23,29,107,8,5,1
39,76006,4,29171,1,42,26,35,73,12,5,1
49,177341,1,31422,0,36,5,31,23,7,9,1
33,124268,7,7214,0,8,24,39,52,13,7,1
35,70138,2,6674,1,37,4,15,88,17,6,1
22,82398,4,25096,1,6,26,1,105,17,2,0
53,170946,7,26854,0,22,8,19,73,9,9,0
47,77228,6,38397,1,24,3,37,74,19,3,1
62,82670,7,3909,0,45,13,27,116,0,7,1
36,145613,1,46404,0,21,14,21,70,11,8,0
40,122071,5,17650,1,42,27,7,4,2,9,1
51,130572,7,29349,1,6,3,43,1,19,5,0
30,158997,5,41599,0,5,21,33,6,11,6,0
60,23107,4,38199,0,35,13,2,56,17,6,0
46,106388,1,21513,1,45,28,14,102,11,5,1
53,115719,7,4787,1,21,9,42,29,6,7,1
39,138018,2,38225,1,34,26,3,108,2,1,0
64,47617,7,21223,0,48,6,14,3,6,5,1
53,94258,2,33195,1,46,29,5,109,12,6,1
26,70075,1,27535,0,32,17,17,88,10,3,0
56,146998,5,21722,0,20,19,39,42,19,2,1
36,42631,1,10385,1,10,14,1,9,19,4,0
55,143120,5,43191,0,12,28,43,81,16,3,1
23,117158,5,25027,1,2,7,28,107,14,6,0
64,158955,6,5391,1,12,8,38,59,5,6,0
32,170780,6,41293,1,49,4,48,38,5,4,1
37,66221,2,48408,1,40,5,14,42,6,4,0
26,168269,4,3222,1,33,25,17,50,8,2,1
49,172206,3,4976,0,27,11,15,14,8,7,0
21,125922,1,19212,1,39,6,46,100,17,9,1
35,53550,5,46574,0,33,6,7,45,0,9,0
22,34642,1,9224,1,31,14,42,33,17,2,1
37,171511,4,1923,1,22,18,7,20,17,9,0
40,126093,4,36941,1,23,12,47,34,11,5,1
28,175655,3,10487,1,0,17,24,67,0,6,0
54,113885,7,37263,0,23,9,26,84,18,1,0
39,99538,3,38919,1,2,7,14,67,13,7,0
21,82014,5,34344,1,16,24,47,70,13,8,1
46,39523,6,19080,1,6,10,19,93,15,5,0
61,130285,7,24324,0,9,7,26,39,5,6,0
51,125879,3,7221,1,18,7,16,43,16,4,0
30,110629,6,2530,0,23,14,34,95,12,3,1
59,96830,7,8054,1,8,1,2,39,18,3,0
26,65538,6,11981,1,49,26,1,113,19,2,1
59,67310,5,17017,1,14,19,48,85,1,6,1
48,161980,2,17740,1,48,21,36,115,9,9,1
24,135266,6,12185,1,21,23,35,44,8,3,1
21,32699,5,26359,1,16,12,43,1,11,1,0
36,86912,3,23197,1,18,17,24,97,7,1,0
59,165327,1,3078,0,8,11,49,50,8,4,0
47,99183,3,4432,1,37,7,5,74,10,1,0
48,80282,4,20137,1,18,16,29,116,0,2,0
52,78249,3,35881,0,7,26,41,62,10,4,0
38,58176,2,15189,1,5,5,1,90,18,4,0
48,28163,5,23584,1,48,15,9,3,1,8,1
36,74210,6,14108,0,37,23,36,78,13,4,1
48,143844,4,18248,1,44,23,16,8,3,3,1
49,124587,5,3930,1,20,27,15,48,19,4,0
19,91979,5,3058,0,28,26,10,114,14,5,0
27,98860,6,26098,0,33,22,37,96,1,5,1
19,172215,7,1640,1,11,22,16,41,15,4,0
19,24920,3,30777,0,38,13,38,36,3,2,1
41,102911,1,29201,0,31,26,48,91,1,3,1
34,57996,7,41582,0,5,9,36,57,14,3,0
49,162820,4,44067,1,16,26,15,97,18,5,0
33,114071,6,7153,1,31,27,3,85,18,2,0
33,67252,2,5770,0,7,24,19,90,15,2,0
63,142734,2,43558,0,37,1,41,119,11,2,1
56,157522,1,47130,0,28,12,37,78,2,6,1
48,72756,1,48215,0,30,0,48,43,19,8,1
60,70235,3,10381,1,18,27,3,100,14,6,0
41,110546,2,18222,1,8,17,8,28,6,4,0
18,151092,4,2633,1,27,29,24,92,8,8,1
28,145802,6,10856,1,47,13,14,85,14,4,1
38,128421,1,25174,0,49,2,35,112,19,9,1
21,160736,1,18902,1,38,14,16,59,12,8,1
24,86635,1,37944,0,39,8,7,105,6,4,0
43,43225,6,27422,0,30,25,41,118,15,7,1
64,126885,4,49736,0,18,12,35,29,9,9,1
29,105333,2,17148,0,32,22,8,110,1,6,0
48,191297,7,49879,1,25,4,12,38,18,1,0
34,30807,4,9976,0,44,4,49,34,5,6,1
50,26402,6,37155,0,0,21,46,65,17,8,1
28,24521,4,46924,0,10,1,16,20,1,9,0
45,134693,3,15271,0,1,0,4,26,0,1,0
49,28382,7,42304,1,34,26,35,115,14,5,1
18,130996,6,5266,0,12,16,45,27,9,5,1
64,35065,7,10466,1,38,18,41,23,2,8,1
45,105470,7,20358,0,33,16,45,71,9,7,1
59,34425,1,43834,1,33,8,32,22,2,5,1
24,33111,2,13083,0,34,9,12,47,5,6,0
19,191871,7,25815,0,31,28,21,101,1,8,1
59,73257,3,31185,1,44,14,15,99,8,6,1
41,143990,3,45178,1,11,12,35,111,7,5,0
21,147813,6,27878,1,32,28,3,68,0,1,0
61,101046,5,11490,0,17,20,2,93,16,8,0
36,57851,1,21024,1,4,24,6,101,12,8,0
43,28816,2,45932,1,18,20,16,100,4,6,0
28,22175,2,43104,0,30,16,23,67,6,7,1
57,31341,2,40344,1,26,26,31,66,8,7,1
60,83908,6,807,0,41,27,41,69,13,2,1
28,176726,1,41492,0,37,22,30,82,18,6,1
62,79696,7,25148,1,49,6,3,98,0,7,1
20,103115,7,49193,0,14,3,16,15,2,8,0
29,50194,6,32915,0,45,2,4,114,15,2,0
20,185909,2,34782,0,47,0,46,114,7,8,1
59,104358,7,17589,0,3,6,36,104,6,2,0
44,192648,4,48258,1,18,4,28,44,10,9,0
19,122548,4,17051,1,20,25,28,119,14,2,1
33,170799,1,41539,0,39,16,3,105,12,3,0
19,54579,2,11552,1,0,16,26,51,19,8,0
47,116554,6,28735,0,19,14,39,65,5,6,1
37,167627,5,32847,1,21,2,13,86,4,9,0
55,73294,5,33896,1,12,2,7,25,3,8,0
45,69777,5,28033,0,40,1,13,61,18,6,1
42,156978,4,34681,0,0,7,4,17,14,3,0
49,60751,6,38381,0,14,12,16,97,4,3,0
27,128750,5,21287,0,14,27,28,52,10,2,0
59,94180,2,23053,1,13,23,47,58,17,8,1
57,51644,2,33918,0,4,5,13,81,9,5,0
50,53521,5,24802,1,48,4,42,57,15,9,1
30,31564,3,6378,1,5,12,10,38,3,5,0
58,125155,5,44666,0,40,29,5,69,18,5,1
59,178371,3,18136,1,30,21,36,37,4,8,1
64,199030,1,47595,0,25,0,19,107,14,8,0
54,164493,1,24683,0,24,17,30,107,5,2,0
33,108747,2,4808,1,48,6,47,75,1,8,1
62,31202,6,9576,0,38,16,41,76,9,7,1
39,129407,4,5418,0,39,7,48,108,19,6,1
37,193257,6,29369,0,14,18,28,34,5,3,0
60,154757,2,38727,1,5,15,31,35,18,5,0
44,110197,2,45541,1,0,13,36,60,5,2,0
58,62637,6,24854,0,40,19,43,39,14,9,1
33,169438,4,39461,0,6,22,49,116,0,5,0
51,44276,2,20079,1,3,9,1,46,7,8,0
49,100946,7,5010,1,0,22,9,118,10,5,0
43,199311,7,36122,0,40,1,12,16,13,9,1
42,95214,4,4553,1,1,20,23,88,0,1,0
19,175647,2,21281,0,47,23,12,31,13,6,1
29,192473,7,23465,0,33,15,42,14,9,8,1
57,61230,1,26426,0,34,24,9,113,16,7,1
26,144086,3,40805,1,45,12,26,47,10,2,1
29,149526,2,4277,1,12,4,30,32,9,2,0
43,174093,3,3529,1,16,17,20,107,14,1,0
26,160521,5,33052,0,9,19,16,77,11,1,0
27,166729,7,36001,1,2,10,13,102,2,3,0
49,55059,2,5078,1,3,4,35,17,17,3,0
51,21532,1,41566,0,24,21,4,108,6,8,0
37,122666,4,13873,1,36,27,25,56,10,9,1
56,101551,1,6274,0,42,21,13,36,17,5,1
19,188828,3,21896,0,37,12,28,117,16,1,1
18,91880,4,11977,1,28,27,45,42,15,2,1
53,126734,1,17822,1,0,0,12,82,2,4,0
41,133997,1,22655,0,29,5,24,19,12,9,1
44,185278,1,47325,1,38,10,28,7,7,5,1
19,72168,6,13662,1,9,9,1,55,4,9,0
48,133123,4,6646,1,28,0,34,30,6,1,0
31,175622,1,25358,0,43,15,3,76,18,9,1
19,157461,7,11806,0,31,12,22,75,18,8,1
46,107897,7,29043,1,43,20,21,29,11,1,1
32,186919,1,22415,0,0,26,27,67,8,7,0
29,124599,3,10452,1,40,15,21,34,16,5,1
54,99239,1,34597,1,16,14,22,34,9,8,0
45,38642,7,9709,1,11,6,13,95,17,4,0
37,126862,1,45074,1,1,13,44,86,0,2,0
56,56509,5,32886,0,8,29,16,2,14,1,0
41,99417,4,27328,1,11,23,46,27,10,7,1
38,69237,5,49716,0,24,10,24,47,3,1,0
27,166486,6,8982,0,35,26,46,100,5,9,1
63,83176,3,16368,1,43,12,17,96,12,1,1
31,148633,5,5410,1,49,4,5,57,7,6,1
54,99865,6,46672,0,34,17,38,99,6,2,1
35,137181,2,24563,1,21,2,42,17,4,6,1
41,82059,4,11353,1,32,11,27,98,4,6,1
31,69150,1,20504,0,49,6,41,26,15,5,1
51,108367,5,49414,0,20,25,32,10,5,5,1
29,61091,5,9927,0,39,19,26,39,15,8,1
39,20903,1,11038,1,21,14,7,9,14,7,0
23,74235,1,33162,1,27,0,36,25,5,5,1
53,75342,3,25254,0,3,18,7,20,7,4,0
62,193795,5,7340,0,25,9,43,15,2,1,1
53,55572,5,39712,1,22,13,27,104,8,2,0
39,37610,7,1685,0,47,14,38,113,8,7,1
31,54052,2,10641,0,48,1,48,91,4,1,1
33,118993,7,5527,1,22,24,48,11,18,9,1
53,107063,6,26847,0,40,16,24,16,15,6,1
42,188622,2,23296,1,7,24,24,94,15,5,0
49,180083,7,15720,0,31,9,45,22,17,6,1
50,185836,5,49446,1,38,4,44,62,11,1,1
62,117540,2,9133,1,43,27,29,24,15,2,1
53,73533,5,31170,0,0,5,27,114,4,7,0
37,175136,4,47022,0,29,5,34,88,2,6,1
35,143989,3,49204,0,27,27,21,36,6,7,1
55,140388,2,12299,1,16,5,45,18,19,6,1
20,48702,5,12876,0,22,24,1,20,13,7,0
40,143482,2,22827,1,37,13,10,8,15,7,1
49,28631,6,3031,0,23,12,30,15,0,6,0
62,107388,3,14943,1,21,12,28,77,4,8,0
33,144798,4,5799,0,4,24,42,100,7,7,0
22,90043,1,21324,1,24,26,30,78,1,9,1
21,180053,1,27421,1,6,9,28,47,6,5,0
38,55764,2,7736,1,21,15,29,111,5,8,1
57,149014,5,1960,1,43,6,31,88,9,8,1
31,133076,6,15089,1,36,2,43,119,2,8,1
56,119007,3,48105,1,33,14,41,101,5,4,1
48,44940,4,37235,0,35,22,4,24,18,9,1
31,127418,4,46522,1,48,4,49,47,1,4,1
23,91792,7,35039,0,39,24,19,18,18,6,1
29,179504,4,36162,0,19,7,10,32,16,6,0
33,28367,1,13901,0,36,25,45,99,3,2,1
34,131764,3,30498,0,16,27,31,84,2,7,1
62,176583,7,4847,0,3,21,34,42,13,7,0
40,28573,1,37260,0,49,4,41,96,2,1,1
31,35582,2,5338,0,17,25,39,101,10,5,1
24,156450,4,2934,1,27,1,42,37,9,9,1
63,85296,3,48303,0,49,26,44,111,2,5,1
49,164572,4,45776,0,15,27,31,33,8,7,1
32,85841,1,26330,1,42,18,11,1,15,9,1
61,41881,1,7216,1,7,10,36,112,17,1,0
34,90233,1,3028,0,43,10,44,92,4,9,1
58,85285,4,28279,1,17,2,44,27,14,4,1
64,79547,3,22234,0,49,12,32,17,15,1,1
61,158294,3,39362,1,28,19,23,46,17,8,1
51,27933,2,34540,0,39,18,40,79,5,3,1
22,103385,4,8290,1,15,22,46,78,3,8,1
62,118706,2,23928,0,29,28,39,117,12,6,1
44,158012,6,4450,1,48,14,3,95,0,6,1
40,104590,2,34155,0,33,5,28,34,1,8,1
57,126399,2,43786,1,29,12,25,3,14,9,1
31,79145,2,16136,1,20,23,28,56,3,8,1
32,194682,1,28800,1,21,17,19,12,12,7,0
60,77520,6,6710,1,46,17,46,26,13,3,1
